sub_n,video_name,frame_n,nose,r_shoulder,r_elbow,r_wrist,l_shoulder,l_elbow,l_wrist,quality
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,637,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,638,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,639,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,640,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,641,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,642,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,643,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,644,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,645,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,646,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,647,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,648,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,649,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,650,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,651,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,652,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,653,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,654,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,655,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,656,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,657,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,658,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,659,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,660,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,661,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,662,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,663,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,664,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,665,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,666,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,667,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,668,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,669,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,670,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,671,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,672,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,673,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,674,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,675,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,676,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,677,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,678,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,679,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,680,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,681,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,682,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,683,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,684,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,685,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,686,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,687,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,688,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,689,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,690,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,691,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,692,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,693,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,694,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,695,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,696,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,697,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,698,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,699,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,700,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,701,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,702,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,703,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,704,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,705,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,706,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,707,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,708,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,709,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,710,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,711,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,712,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,713,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,714,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,715,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,716,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,717,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,718,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,719,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,720,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,721,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,722,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,723,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,724,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,725,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,726,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,727,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,728,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,729,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,730,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,731,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,732,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,733,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,734,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,735,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,736,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,737,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,738,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,739,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,740,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,741,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,742,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,743,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,744,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,745,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,746,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,747,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,748,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,749,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,750,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,751,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,752,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,753,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,754,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,755,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,756,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,757,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,758,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,759,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,760,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,761,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,762,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,763,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,764,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,765,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,766,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,767,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,768,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,769,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,770,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,771,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,772,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,773,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,774,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,775,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,776,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,777,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,778,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,779,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,780,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,781,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,782,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,783,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,784,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,785,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,786,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,787,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,788,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,789,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,790,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,791,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,792,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,793,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,794,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,795,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,796,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,797,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,798,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,799,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,800,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,801,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,802,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,803,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0
